time,open,high,low,close,Fixed Stop Loss,Trailing Stop,Up Trend Current,Down Trend Current,Entry1,Entry2,EMA 15,Armed,K,D,%R,%R
1752743940,301.95,303.8,298.55,303.2,NaN,NaN,NaN,313.6046306928668,0,0,311.21897029508915,0,5.7484614002872405,12.074384719532672,-73.35243553008607,-81.83593750000007
1752744000,302.8,304.65,301.15,302.6,NaN,NaN,NaN,313.6046306928668,0,0,310.141599008203,0,10.518508081664473,6.771340872475316,-76.79083094555865,-84.17968749999993
1752744060,301.45,301.45,294,295.45,NaN,NaN,NaN,311.3180008612221,0,0,308.30514913217763,0,10.518508081664473,8.928492521205394,-93.40909090909095,-95.1342281879195
1752744120,297.95,300.3,297.55,299.35,NaN,NaN,NaN,311.3180008612221,0,0,307.1857554906554,0,16.929041496261366,12.655352553196769,-75.68181818181807,-82.016806722689
1752744180,300.15,300.15,298.3,299.85,NaN,NaN,NaN,311.3180008612221,0,0,306.2687860543235,1,25.81677314137373,17.754774239766522,-70.74999999999989,-79.89690721649478
1752744240,300.4,304.1,298.35,304.1,NaN,NaN,NaN,311.3180008612221,0,0,305.9976877975331,0,51.57512087585628,31.44031183783046,-47.80361757105938,-65.29209621993122
1752744300,306.1,306.1,302,302.8,NaN,NaN,NaN,311.3180008612221,0,0,305.5979768228415,0,62.73950524338367,46.71046642020456,-51.24653739612185,-68.84955752212386
1752744360,303.6,304.45,303.6,304.15,NaN,NaN,NaN,311.3180008612221,0,0,305.4169797199863,0,76.20218604768138,63.50560405564045,-28.771929824561564,-64.07079646017708
1752744420,304.85,311.1,303.65,311.1,NaN,NaN,NaN,311.3180008612221,0,0,306.127357254988,0,83.77717164653217,74.23962097919907,0,-39.46902654867249
1752744480,310.45,311.95,306,306.65,NaN,NaN,NaN,311.3180008612221,0,0,306.1926875981145,0,86.6864786956822,82.22194546329858,-29.52646239554326,-55.221238938053176
1752744540,304.25,304.9,301.2,301.2,NaN,NaN,NaN,311.3180008612221,0,0,305.5686016483502,0,78.41881142181872,82.96082058801102,-59.88857938718667,-74.51327433628322
1752744600,303.2,305.35,302.35,305.1,NaN,NaN,NaN,311.3180008612221,0,0,305.5100264423064,0,70.54247638833077,78.54925550194389,-47.56944444444428,-60.70796460176983
1752744660,303.6,303.6,299.25,300,NaN,NaN,NaN,311.3180008612221,0,0,304.8212731370181,0,63.305005388523846,70.75543106622445,-87.5457875457876,-78.76106194690266
1752744720,299.95,301,299,299,NaN,NaN,NaN,311.3180008612221,0,0,304.09361399489086,0,62.2557581777368,65.36774665153047,-95.22058823529427,-82.30088495575221
1752744780,300.65,305,300.65,304,NaN,NaN,NaN,311.3180008612221,0,0,304.0819122455295,0,62.968092506532905,62.84295202426451,-61.38996138996136,-64.60176991150442
1752744840,303.85,304.25,302.45,304.25,NaN,NaN,NaN,311.3180008612221,0,0,304.1029232148383,0,70.54251780845887,65.25545616424284,-59.459459459459424,-63.716814159292035
1752744900,305,306,304.6,304.6,NaN,NaN,NaN,311.3180008612221,0,0,304.16505781298355,0,77.54737123731762,70.35266051743646,-56.756756756756545,-62.47787610619461
1752744960,304.7,305.25,303.5,304.35,NaN,NaN,NaN,311.3180008612221,0,0,304.1881755863606,0,75.17950643674597,74.42313182750748,-58.68725868725848,-63.362831858407
1752745020,305.45,309,305.45,308.1,NaN,NaN,NaN,311.3180008612221,0,0,304.67715363806553,0,81.9431992363987,78.2233589701541,-8.999999999999773,-38.69565217391295
1752745080,308.1,309,307,308.9,NaN,NaN,NaN,311.3180008612221,0,0,305.20500943330734,0,90.4681344947365,82.53028005596038,-1.0000000000002274,-32.27272727272737
1752745140,309.7,311.35,308.4,311.35,NaN,NaN,298.8830550903959,NaN,0,0,305.97313325414393,0,99.99999999999999,90.80377791037837,0,-21.136363636363534
1752745200,311.5,311.75,309.65,309.8,NaN,NaN,300.17724958135625,NaN,0,0,306.45149159737593,0,94.97429887799528,95.14747779091057,-15.294117647058734,-28.18181818181813
1752745260,308.95,309.8,308.5,308.5,NaN,NaN,300.17724958135625,NaN,0,0,306.70755514770394,0,85.76621410429789,93.58017099409771,-29.27927927927922,-34.09090909090909
1752745320,308.1,308.1,306.5,308.1,NaN,NaN,300.17724958135625,NaN,0,0,306.88161075424097,0,75.2402673570852,85.32692677979279,-39.24731182795669,-29.499999999999886
1752745380,308.85,311,308.7,311,NaN,NaN,300.45301494480873,NaN,0,0,307.3964094099608,0,78.63330733657295,79.87992959931869,-9.090909090909092,-12.144702842377365
1752745440,310.1,311.3,309.1,309.95,NaN,NaN,301.0827134503279,NaN,0,0,307.7156082337157,0,82.41750997636794,78.7636948900087,-21.818181818181955,-11.634349030471032
1752745500,310.65,312.5,309.2,311.4,NaN,NaN,301.6544421052951,NaN,0,0,308.17615720450124,0,92.03754035376657,84.36278588890248,-15.602836879432921,-5.945945945946069
1752745560,310,310,308.45,308.6,NaN,NaN,301.6544421052951,NaN,0,0,308.2291375539386,0,75.11804182877266,83.19103071963572,-64.99999999999962,-21.08108108108096
1752745620,308.95,309.8,308.8,309.15,NaN,NaN,301.6544421052951,NaN,0,0,308.3442453596963,0,64.61657254558224,77.25738490937381,-55.83333333333371,-18.10810810810823
1752745680,309.2,309.3,307.15,307.15,NaN,NaN,301.6544421052951,NaN,0,0,308.19496468973426,0,36.753099122738156,58.82923783236435,-89.16666666666704,-28.91891891891904
1752745740,307,307.4,304.8,304.8,NaN,NaN,301.6544421052951,NaN,0,0,307.7705941035175,0,21.97192545691567,41.11386570841202,-100,-51.50501672240799
1752745800,305.3,305.35,303.05,303.05,NaN,NaN,301.6544421052951,NaN,0,0,307.1805198405778,0,4.563943540675143,21.096322706776316,-100,-66.54929577464786
1752745860,303.75,303.75,300.9,301.5,NaN,NaN,NaN,310.5486811331199,0,0,306.4704548605056,0,-3.493501784153826e-14,8.845289665863584,-94.82758620689637,-77.7385159010602
1752745920,301.5,301.55,300,301.25,NaN,NaN,NaN,308.64131301980785,0,0,305.8178980029424,0,-3.730349362740526e-14,1.5213145135583488,-90,-83.33333333333333
1752745980,301.45,302.35,299.8,300,NaN,NaN,NaN,308.64131301980785,0,0,305.0906607525746,0,-3.730349362740526e-14,-4.470498045823964e-14,-98.42519685039379,-92.5925925925926
1752746040,300.65,300.65,298.7,299.35,NaN,NaN,NaN,307.32021354604433,0,0,304.3730781585028,0,-3.730349362740526e-14,-4.549447238686197e-14,-94.24778761061917,-95.28985507246352
1752746100,298.85,301.4,297.95,297.95,NaN,NaN,NaN,307.32021354604433,0,0,303.5701933886899,0,-3.730349362740526e-14,-4.549447238686197e-14,-100,-100
1752746160,298,298,296,296.15,NaN,NaN,NaN,304.72412297229596,0,0,302.6426692151037,0,-3.730349362740526e-14,-4.549447238686197e-14,-98.87218045112799,-99.09090909090924
1752746220,297.35,298.45,297.35,297.65,NaN,NaN,NaN,304.72412297229596,0,0,302.0185855632157,0,5.807539178483398,1.9358463928277745,-85.52631578947386,-90.00000000000014
1752746280,298.55,298.85,297,298.15,NaN,NaN,NaN,304.72412297229596,0,0,301.53501236781375,0,13.531197271129713,6.446245483204358,-77.00534759358318,-86.96969696969711
1752746340,297.6,298.35,295.35,296.45,NaN,NaN,NaN,304.4392856468038,0,0,300.89938582183703,0,18.24531560935301,12.528017352988707,-86.90476190476228,-93.58600583090399
1752810300,301.75,303.05,285.25,289.2,NaN,NaN,NaN,304.4392856468038,0,0,299.4369625941074,0,12.437776430869574,14.738096437117434,-77.80898876404503,-85.50458715596334
1752810360,286.1,286.1,274,274,NaN,NaN,NaN,295.56332137391104,0,0,296.257342269844,0,4.714118338223258,11.799070126148616,-99.99999999999999,-100
1752810420,275.7,275.7,266.9,271.95,NaN,NaN,NaN,287.9019892365199,0,0,293.2189244861135,0,-3.730349362740526e-14,5.717298256364266,-86.03042876901796,-88.9254385964912
1752810480,270.75,273.95,266.55,270,NaN,NaN,NaN,287.41179031286794,0,0,290.31655892534934,0,-3.730349362740526e-14,1.571372779407728,-90.54794520547948,-92.49183895538631
1752810540,270.9,271.8,266.55,268.15,NaN,NaN,NaN,286.19561128158114,0,0,287.54573905968067,0,-3.730349362740526e-14,-3.730349362740526e-14,-95.61643835616448,-96.51795429815023
1752810600,267.95,271.95,263.75,269.75,NaN,NaN,NaN,285.6285501534231,0,0,285.3212716772206,0,4.834025408171253,1.611341802723726,-84.73282442748092,-87.6923076923077
1752810660,268.9,272.4,261.7,267.4,NaN,NaN,NaN,285.6285501534231,0,0,283.081112717568,0,8.430244745104028,4.421423384425082,-86.21523579201939,-88.77952755905514
1752810720,266.45,271.1,264.3,265.55,NaN,NaN,NaN,285.6285501534231,0,0,280.889723627872,0,10.804252405636058,8.022840852970447,-90.68923821039898,-92.42125984251965
1752810780,266,269,263.85,265.9,NaN,NaN,NaN,285.3666630618454,0,0,279.016008174388,0,9.57593202082957,9.603476390523218,-89.84280532043535,-91.73228346456695
1752810840,266.45,266.45,259.2,262.7,NaN,NaN,NaN,282.04749675566086,0,0,276.9765071525895,0,7.378046204531763,9.252743543665796,-86.98884758364315,-93.43339587242026
1752810900,262.9,264,256.55,259.6,NaN,NaN,NaN,279.8102470800947,0,0,274.8044437585158,0,5.004038543999733,7.319338923120355,-84.07310704960828,-94.54870420017872
1752810960,259.55,259.85,251.35,252.1,NaN,NaN,NaN,275.7317223720853,0,0,271.9663882887013,0,1.398333520634928,4.593472756388809,-96.68141592920354,-98.77350776778414
1752811020,252.1,254.2,250.45,252.45,NaN,NaN,NaN,271.5685501348768,0,0,269.5268397526136,0,1.1621103026487056,2.5214941224277885,-90.8883826879271,-96.7767929089444
1752811080,252.35,257.2,251.9,255,NaN,NaN,NaN,271.5685501348768,0,0,267.7109847835369,0,16.441162380454493,6.333868734579376,-79.2710706150341,-92.35936188077244
1752811140,255.1,258.6,253.25,255.25,NaN,NaN,NaN,271.5685501348768,0,0,266.1533616855948,1,49.774495713787836,22.459256132297014,-78.132118451025,-91.9123841617523
1752811200,255.15,259.4,255.15,257.3,NaN,NaN,NaN,271.5685501348768,0,0,265.04669147489545,0,81.94571874447242,49.38712561290492,-66.82808716707017,-88.36023789294813
1752811260,257.95,260.55,256.85,259.65,NaN,NaN,NaN,271.5685501348768,0,0,264.37210504053354,0,99.99999999999996,77.24007148608673,-50.4043126684637,-83.84547848990344
1752811320,259.65,261.85,257.3,261,NaN,NaN,NaN,271.5685501348768,0,0,263.95059191046687,0,99.99999999999996,93.98190624815744,-34.06249999999993,-80.78324225865208
1752811380,261.25,263,259.45,260.45,NaN,NaN,NaN,271.5685501348768,0,0,263.5130179216585,0,99.09842544031852,99.69947514677283,-26.199261992619988,-81.23827392120074
1752811440,261,263.7,259,262,NaN,NaN,NaN,271.5685501348768,0,0,263.3238906814512,0,99.09842544031852,99.39895029354567,-12.830188679245197,-78.04182509505702
1752811500,261.4,261.4,256,259.25,NaN,NaN,NaN,271.5685501348768,0,0,262.8146543462698,0,94.76891146693958,97.65525411585888,-33.584905660377274,-83.2699619771863
1752811560,260.45,263.6,260.45,261.9,NaN,NaN,NaN,271.5685501348768,0,0,262.70032255298605,0,95.67048602662102,96.51260764462637,-15.254237288135712,-78.23193916349814
1752811620,260.3,263,260,262.3,NaN,NaN,NaN,271.5685501348768,1,0,262.6502822338628,0,95.67048602662102,95.36996117339386,-13.397129186602667,-77.4714828897338
1752811680,263,268.4,262.25,266.2,NaN,249.185,NaN,271.5685501348768,0,0,263.09399695463,0,99.99999999999996,97.11365735108068,-16.60377358490561,-70.05703422053233
1752811740,265.35,266.9,258.55,259.85,NaN,249.185,NaN,271.5685501348768,0,0,262.68849733530124,0,92.15253040810852,95.94100547824316,-68.95161290322557,-82.12927756653987
1752811800,261.1,262.05,253.5,254.15,NaN,249.185,NaN,271.5685501348768,0,0,261.6211851683886,0,78.64503980319654,90.26585673710167,-95.63758389261741,-92.96577946768059
1752811860,254.85,256,253.15,253.15,NaN,249.185,NaN,271.1388081017392,0,0,260.56228702234,0,61.18518254813939,77.32758425314815,-100.00000000000001,-94.86692015209123
1752811920,254.75,254.75,245.3,246.5,NaN,NaN,NaN,267.76742729156524,0,0,258.8045011445475,0,44.96067621756986,61.59696618963526,-94.80519480519484,-97.92207792207793
1752811980,245.25,245.85,238.65,239.7,NaN,NaN,NaN,260.57318456240876,0,0,256.41643850147904,0,25.134833489148505,43.76023075161925,-96.47058823529417,-97.78714436248687
1752812040,240.85,242.8,239,240,NaN,NaN,NaN,258.5308661061679,0,0,254.36438368879416,0,10.05313226051715,26.71621398907851,-95.4621848739496,-96.35627530364374
1752812100,239.3,241.15,235.45,237.85,NaN,NaN,NaN,255.8777794955511,0,0,252.3000857276949,0,0.7917748496447956,11.993246866436822,-92.7162367223065,-93.76623376623375
1752812160,238.3,241.8,237,241.55,NaN,NaN,NaN,255.8777794955511,0,0,250.95632501173304,0,10.404741757210997,7.08321628912432,-81.48710166919567,-83.49120433017585
1752812220,241,241.55,234,234,NaN,NaN,NaN,255.5740013913964,0,0,248.8367843852664,0,12.805227520552085,8.000581375802634,-100,-100
1752812280,233.2,236.4,231.35,234.45,NaN,NaN,NaN,251.40910125225673,0,0,247.03843633710812,0,17.089522793100183,13.433164023621096,-89.90228013029318,-92.44823386114496
1752812340,233.55,236.65,233.55,236.5,NaN,NaN,NaN,251.40910125225673,0,0,245.7211317949696,0,16.80872036262093,15.56782355875774,-79.1075050709939,-87.0440251572327
1752812400,236.15,237.85,235.45,235.75,NaN,NaN,NaN,251.40910125225673,0,0,244.4747403205984,1,22.217191238556506,18.705144798092547,-81.19658119658118,-88.31341301460822
1752812460,234.8,240.05,234.8,238.55,NaN,NaN,NaN,251.40910125225673,0,0,243.7341477805236,0,33.536505872991825,24.18747249138976,-50.344827586206776,-80.56680161943314
1752812520,238,241.35,237.5,241.35,NaN,NaN,NaN,251.40910125225673,1,0,243.43612930795817,0,57.51087029587766,37.75485580247534,-12.663755458515414,-73.00944669365721
1752812580,241,242.5,240.15,241.95,NaN,230.9232,NaN,251.40910125225673,0,0,243.2503631444634,0,82.2434721402895,57.763616103053,-4.932735426009068,-71.39001349527666
1752812640,241.75,241.75,238,238,NaN,231.70656,NaN,251.40910125225673,0,0,242.59406775140548,0,92.31899384780264,77.35777876132327,-40.35874439461881,-82.05128205128203
1752812700,239,241.75,238.45,240.9,NaN,232.405248,NaN,251.40910125225673,0,0,242.38230928247978,0,92.3457982811632,88.96942142308512,-14.349775784753305,-74.22402159244261
1752812760,240.4,241.6,238.9,239.75,NaN,233.3421984,NaN,251.40910125225673,0,0,242.0532706221698,0,90.09535474096312,91.58671562330966,-24.66367713004483,-77.32793522267204
1752812820,239,240.85,237.35,238.1,NaN,233.80375872,NaN,251.40910125225673,0,0,241.55911179439858,0,92.28002868311864,91.57372723508166,-49.16201117318448,-81.78137651821861
1752812880,238.35,239.3,236.5,237,NaN,234.425006976,NaN,250.50613144166235,0,0,240.98922282009875,0,84.6727282719636,89.01603723201514,-71.42857142857153,-84.75033738191631
1752812940,236.55,240.25,235.95,237.6,NaN,234.425006976,NaN,250.50613144166235,0,0,240.5655699675864,0,80.70602351223671,85.886260155773,-63.636363636363804,-83.13090418353575
1752813000,237.55,237.55,232,232.6,NaN,NaN,NaN,247.8269664677465,0,0,239.56987372163812,0,69.02616712348531,78.13497296922854,-94.28571428571433,-96.62618083670715
1752813060,232.6,232.9,224.1,224.55,NaN,NaN,NaN,242.88676982097184,0,0,237.69238950643336,0,44.74637957667182,64.82619007079795,-97.55434782608687,-98.98419864559816
1752813120,223.95,225.9,222.05,225.2,NaN,NaN,NaN,238.07809283887468,0,0,236.13084081812917,0,20.573560853096037,44.782035851084395,-84.01015228426407,-93.20388349514567
1752813180,225.05,229.05,225.05,228.2,NaN,NaN,NaN,238.07809283887468,0,0,235.13948571586303,0,20.61847349168651,28.646137973818128,-68.78172588832497,-86.73139158576056
1752813240,228.8,229.9,226.95,227.15,NaN,NaN,NaN,238.07809283887468,0,0,234.14080000138014,0,33.2729038138333,24.821646052871955,-73.91304347826087,-88.99676375404532
1752813300,226.1,228.75,224.8,228.5,NaN,NaN,NaN,238.07809283887468,0,0,233.43570000120764,0,50.501005675316776,34.7974609936122,-65.69148936170217,-86.08414239482202
1752813360,227.9,228.1,221.25,222.9,NaN,NaN,NaN,238.07809283887468,0,0,232.11873750105667,0,43.019985547839674,42.26463167899659,-91.31578947368419,-96.38554216867469
1752813420,222.35,228.5,222.1,227.1,NaN,NaN,NaN,238.07809283887468,0,0,231.4913953134246,0,55.04957798904389,49.523523070733454,-69.2105263157895,-85.66176470588238
1752813480,227.15,228,225.35,225.6,NaN,NaN,NaN,238.07809283887468,0,0,230.75497089924653,0,57.72069651267852,51.93008668318737,-73.31288343558288,-87.48201438848922
1752813540,225.75,227.3,224.8,224.9,NaN,NaN,NaN,238.07809283887468,0,0,230.0230995368407,0,72.24065367374091,61.670309391821114,-68.66952789699567,-89.10447761194028
1752813600,224.25,224.9,217,219.75,NaN,NaN,NaN,235.28057874172134,0,0,228.73896209473563,0,59.62809794258195,63.19648270966713,-78.68217054263567,-90.46793760831889
1752813660,220.55,223.1,219.7,223.1,NaN,NaN,NaN,235.28057874172134,1,0,228.03409183289367,0,67.74440831286822,66.53771997639701,-52.71317829457371,-76.35658914728685
1752813720,223.8,223.95,219,219,211.945,NaN,NaN,235.28057874172134,0,0,226.90483035378196,0,64.91032575617201,64.0942773372074,-84.49612403100775,-92.15686274509804
1752813780,218.35,222.4,218,222,211.945,NaN,NaN,234.12969190271485,0,0,226.2917265595592,0,84.72594668194846,72.46022691699623,-57.4468085106383,-80.3921568627451
1752813840,222.25,224.55,220.3,220.3,211.945,NaN,NaN,234.12969190271485,0,0,225.54276073961432,0,82.66167918400144,77.4326505407073,-71.30434782608685,-87.05882352941173
1752813900,220.45,220.45,212.8,212.8,211.945,NaN,NaN,231.35055044119903,0,0,223.94991564716253,0,71.80196138590834,79.72986241728609,-100,-100.00000000000001
1752813960,212.05,212.45,203.95,205.15,NaN,NaN,NaN,224.10799539707912,0,0,221.5999261912672,0,38.46862805257501,64.31075620749493,-95.01039501039494,-96.88715953307388
1752814020,203.25,205.95,197.15,198,NaN,NaN,NaN,218.50719585737124,0,0,218.6499354173588,0,9.573998485287092,39.94819597459014,-97.18076285240465,-98.12568908489527
1752814080,198,199,191.6,195,NaN,NaN,NaN,212.78147627163412,0,0,215.69369349018893,0,0,16.01420884595403,-89.78978978978978,-93.32023575638506
1752814140,195.35,197.35,187.85,190.95,NaN,NaN,NaN,211.1833286444707,0,0,212.60073180391532,0,0,3.1913328284290308,-91.5531335149864,-94.32753888380604
1752814200,191.2,191.2,182.6,184.4,NaN,NaN,NaN,206.2049957800236,0,0,209.07564032842592,0,0,0,-95.70917759237184,-96.99499165275456
1752814260,183.8,189.85,182.1,188.4,NaN,NaN,NaN,205.67449620202126,0,0,206.49118528737267,0,9.811716790479478,3.2705722634931593,-85.1590106007067,-89.43839061190275
1752814320,188.75,190.55,187.1,188.1,NaN,NaN,NaN,205.67449620202126,0,0,204.19228712645108,0,19.41035006252494,9.740688951001474,-85.86572438162545,-89.94132439228835
1752814380,186.75,191.8,186.15,191.8,NaN,NaN,NaN,205.67449620202126,0,0,202.6432512356447,1,38.03581366980521,22.41929350760321,-74.70664928292042,-83.69747899159661
1752814440,192.35,192.4,189.85,192.4,NaN,NaN,NaN,205.67449620202126,0,0,201.3628448311891,0,48.29491076937086,35.24702483390033,-66.06260296540357,-82.46808510638296
1752814500,192.3,194.1,190.2,192.15,NaN,NaN,NaN,205.67449620202126,0,0,200.21123922729046,0,58.50828459639977,48.27966967852527,-57.86163522012573,-82.71711092003437
1752814560,191.95,193.2,189.45,190.6,NaN,NaN,NaN,205.67449620202126,0,0,199.00983432387915,0,58.03736795953162,54.946854441767414,-49.704142011834335,-85.38263112639726
1752814620,191.25,191.7,187.85,190.45,NaN,NaN,NaN,205.64025161109836,0,0,197.93985503339425,0,57.445259290328444,57.99697061541995,-45.2459016393443,-84.94138863841299
1752814680,189.8,189.8,186.5,188.1,NaN,NaN,NaN,203.61372644998855,0,0,196.70987315421996,0,61.87248464793284,59.11837063259764,-50,-88.18897637795276
1752814740,188.2,190.1,186.95,186.95,NaN,NaN,NaN,203.38735380498966,0,0,195.48988900994246,0,67.1311300124751,62.149624650245464,-59.58333333333338,-89.85355648535567
1752814800,186.75,186.75,175.2,176.4,NaN,NaN,NaN,197.8761184244907,0,0,193.10365288369965,0,55.53843281294815,61.51401582445203,-93.65079365079356,-97.80621572212063
1752814860,179.55,186,179.55,184.05,NaN,NaN,NaN,197.8761184244907,0,0,191.9719462732372,0,64.63253368960271,62.43403217167531,-53.17460317460307,-83.8208409506398
1752814920,184.2,185.8,180.6,181.6,NaN,NaN,NaN,197.8761184244907,0,0,190.67545298908254,0,71.0905073093586,63.75382460396981,-66.13756613756611,-88.04855275443511
1752814980,182.25,182.25,179.6,180.5,NaN,NaN,NaN,197.77771533145375,0,0,189.40352136544723,0,91.52194303023772,75.74832800973302,-71.9576719576719,-90.05628517823638
1752815040,179.65,180,174,176.6,NaN,NaN,NaN,194.11744379830836,0,0,187.80308119476632,0,78.70915388482747,80.44053474147461,-86.45833333333336,-95.22935779816515
1752815100,176.2,181.2,176.1,181.2,NaN,NaN,NaN,194.11744379830836,0,0,186.97769604542054,0,82.17132126345055,84.13413939283858,-59.32203389830512,-86.66666666666669
1752815160,179.8,187.15,179.75,186.4,NaN,NaN,NaN,194.11744379830836,1,0,186.905484039743,0,87.18721085458975,82.6892286676226,-22.981366459627267,-76.73545966228892
1752815220,185.3,186.75,184.2,186.2,174,NaN,NaN,194.11744379830836,0,0,186.81729853477512,0,99.72830008840327,89.69561073548118,-24.223602484472092,-76.03143418467586
1752815280,185.7,186.8,182.95,182.95,174,NaN,NaN,194.11744379830836,0,0,186.33388621792824,0,95.04997199374581,93.98849431224629,-31.939163498098974,-82.29475766567757
1752815340,184.2,184.2,181.5,181.6,174,NaN,NaN,194.11744379830836,0,0,185.7421504406872,0,88.59205349800015,94.45677519338308,-42.20532319391642,-84.96538081107816
1752815400,181.5,183.4,177.95,178.6,174,NaN,NaN,194.11744379830836,0,0,184.8493816356013,0,78.55211055526898,87.39804534900499,-65.01901140684417,-90.90009891196836
1752815460,178.1,179.35,175.1,177.8,174,NaN,NaN,192.28272433465511,0,0,183.96820893115114,0,71.9058519732818,79.68333867551699,-71.1026615969581,-92.48269040553905
1752815520,177.4,180.9,176.05,176.1,174,NaN,NaN,192.28272433465511,0,0,182.98468281475724,0,64.85922156248363,71.77239469701146,-84.03041825095062,-95.47900968783638
1752815580,176.2,181.65,176,181.6,174,NaN,NaN,192.28272433465511,0,0,182.81159746291257,0,75.13562945947439,70.63356766507992,-46.0580912863071,-80.23407022106633
1752815640,181.5,182.25,177.9,177.9,174,NaN,NaN,192.28272433465511,0,0,182.1976477800485,0,78.12742112654146,72.70742404949982,-76.76348547717835,-87.79342723004692
1752815700,177.2,178,175.6,177.75,174,NaN,NaN,191.00751793596723,0,0,181.64169180754243,0,82.96924357473532,78.74409805358373,-77.35042735042734,-85
1752815760,179.1,179.6,175.65,178.75,174,NaN,NaN,191.00751793596723,0,0,181.28023033159963,0,78.23934410608274,79.77866960245316,-68.8034188034188,-79.65738758029978
1752815820,178.45,181.8,178.45,181.8,174,NaN,NaN,191.00751793596723,0,0,181.34520154014967,0,86.57213911566032,82.59357559882612,-26.37362637362614,-61.1940298507462
1752815880,181.6,185.05,181.6,184.4,174,NaN,NaN,191.00751793596723,0,0,181.72705134763098,0,95.23486557401027,86.68211626525108,-6.53266331658296,-48.258706467661646
1752815940,184.45,185,177.9,179.45,174,NaN,NaN,191.00751793596723,0,0,181.4424199291771,0,87.55556432939915,89.78752300635658,-56.28140703517601,-72.88557213930352
1752816000,180.5,183.1,180.5,182.4,174,NaN,NaN,191.00751793596723,0,0,181.56211743802996,0,84.29672380614993,89.02905123651976,-28.04232804232805,-58.20895522388056
1752816060,182.75,183.85,179.85,179.85,174,NaN,NaN,191.00751793596723,0,0,181.3481027582762,0,74.76536027676856,82.20588280410585,-55.02645502645511,-70.89552238805972
1752816120,180.2,185.2,180.2,185.2,174,NaN,NaN,191.00751793596723,0,0,181.82958991349167,0,87.20979594736941,82.09062667676261,0,-44.27860696517417
1752816180,185,185.15,183.1,183.75,174,NaN,NaN,191.00751793596723,0,0,182.06964117430522,0,87.2291172234095,83.06809114918248,-15.104166666666558,-49.21874999999997
